Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
24842,Medium,0.01,6.98,1.6,827,Sheryl Marsh,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",0.38,United States,Central,Texas,Amarillo,79109,2015-05-25,2015-05-26,0.3460000000000001,3,21.93,89259
24236,Not Specified,0.01,5.18,2.04,829,Monica Law Thompson,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,South,Arkansas,Texarkana,71854,2015-02-22,2015-02-24,-17.654,5,28.46,90271
20664,High,0.01,14.42,6.75,830,Douglas Sutton,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,Holmes Odor Grabber,0.52,United States,West,Colorado,Wheat Ridge,80033,2015-01-24,2015-01-24,-13.826,6,89.91,90270
19173,High,0.0,11.66,8.99,833,Gerald Love,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,0.59,United States,West,California,Gilroy,95020,2015-01-09,2015-01-11,-203.67000000000002,11,138.51,89770
19383,Not Specified,0.07,6.08,0.91,850,Jesse Hutchinson,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Zebra Zazzle Fluorescent Highlighters,0.51,United States,West,California,Goleta,93117,2015-03-07,2015-03-08,19.57,7,41.96,88569
20604,Low,0.1,50.98,22.24,851,Helen H Heller,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,"Dana Fluorescent Magnifying Lamp, White, 36""",0.55,United States,West,California,Hacienda Heights,91745,2015-02-25,2015-02-27,98.12,6,300.63,88568
19384,Not Specified,0.08,19.9,5.29,851,Helen H Heller,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",0.4,United States,West,California,Hacienda Heights,91745,2015-03-07,2015-03-09,107.11,13,240.46,88569
19385,Not Specified,0.02,3.36,6.27,851,Helen H Heller,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,0.4,United States,West,California,Hacienda Heights,91745,2015-03-07,2015-03-09,-216.154,21,74.08,88569
21353,Critical,0.06,1.26,0.7,851,Helen H Heller,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Bagged Rubber Bands,0.81,United States,West,California,Hacienda Heights,91745,2015-04-30,2015-04-30,-6.6096,4,5.28,88571
26093,High,0.05,4.24,5.41,853,Leah Davenport,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,0.35,United States,West,California,Hesperia,92345,2015-03-16,2015-03-18,-89.217,12,50.83,88570
21351,Critical,0.06,1.76,0.7,854,Karen Hendricks,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,0.56,United States,East,Connecticut,Branford,6405,2015-04-30,2015-05-02,1.2236,22,39.26,88571
21352,Critical,0.02,24.98,8.79,855,Jacob Lanier,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,2300 Heavy-Duty Transfer File Systems by Perma,0.66,United States,East,Connecticut,Danbury,6810,2015-04-30,2015-05-01,4.3148,23,606.51,88571
21354,Critical,0.05,35.99,5.99,858,Arthur Brady,Express Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,United States,East,Maine,Lewiston,4240,2015-04-30,2015-05-02,-125.83296,2,64.89,88571
21214,Critical,0.03,14.2,5.3,865,Dana Burgess,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,United States,Central,Indiana,East Chicago,46312,2015-05-27,2015-05-28,122.21,18,267.2,90674
19947,Low,0.04,6.48,5.16,865,Dana Burgess,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1985,0.37,United States,Central,Indiana,East Chicago,46312,2015-02-26,2015-03-02,-11.1332,12,86.79,90675
24774,Not Specified,0.04,29.18,8.55,868,Sharon Ellis,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",0.42,United States,Central,Minnesota,Shoreview,55126,2015-02-25,2015-02-27,201.7353,10,292.37,91194
24775,Not Specified,0.0,80.98,35.0,868,Sharon Ellis,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",0.83,United States,Central,Minnesota,Shoreview,55126,2015-02-25,2015-02-27,-684.78,8,682.79,91194
24763,Critical,0.06,6.48,8.88,868,Sharon Ellis,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 224,0.37,United States,Central,Minnesota,Shoreview,55126,2015-03-06,2015-03-07,-237.47,20,125.77,91195
24764,Critical,0.09,349.45,60.0,868,Sharon Ellis,Delivery Truck,Corporate,Furniture,Tables,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",,United States,Central,Minnesota,Shoreview,55126,2015-03-06,2015-03-07,-2946.051,12,3918.98,91195
25507,Not Specified,0.03,14.2,5.3,871,Sandy Ellington,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,United States,West,Nevada,Reno,89502,2015-03-15,2015-03-17,21.5556,2,31.24,90577
22547,Not Specified,0.01,5.94,9.92,871,Sandy Ellington,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Storex Dura Pro™ Binders,0.38,United States,West,Nevada,Reno,89502,2015-05-20,2015-05-23,-239.315,12,74.77,90578
22548,Not Specified,0.0,6.48,5.11,871,Sandy Ellington,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 231,0.37,United States,West,Nevada,Reno,89502,2015-05-20,2015-05-22,-33.31,18,127.81,90578
19262,High,0.04,4.37,5.15,875,Erika Fink,Regular Air,Small Business,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,United States,West,Utah,Salt Lake City,84106,2015-02-21,2015-02-22,-74.47959999999999,18,78.59,89059
19263,High,0.09,155.99,8.99,875,Erika Fink,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,CF 688,0.58,United States,West,Utah,Salt Lake City,84106,2015-02-21,2015-02-23,-232.22056000000003,4,497.11,89059
18054,Critical,0.07,5.68,1.39,880,Ellen Beck,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,0.38,United States,West,Arizona,Scottsdale,85254,2015-03-25,2015-03-27,18.6438,5,27.02,86153
18055,Critical,0.06,22.84,11.54,880,Ellen Beck,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1964,0.39,United States,West,Arizona,Scottsdale,85254,2015-03-25,2015-03-27,-31.24,1,27.67,86153
19401,Critical,0.06,25.98,14.36,885,Malcolm Robertson,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Stack Chair without Arms, Black",0.6,United States,Central,Texas,Amarillo,79109,2015-05-24,2015-05-25,55.888000000000034,41,1033.56,89537
26011,Critical,0.08,1.81,0.75,890,Billie Fowler,Regular Air,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Metal Folding Chairs, Beige, 4/Carton",0.58,United States,Central,Texas,Bedford,76021,2015-01-05,2015-01-06,1.3224,11,19.97,89536
26015,Critical,0.04,125.99,5.26,890,Billie Fowler,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,232,0.55,United States,Central,Texas,Bedford,76021,2015-01-05,2015-01-05,455.42069999999995,6,660.03,89536
2045,Critical,0.01,8.34,0.96,894,Gail Rankin Cole,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,0.43,United States,East,District of Columbia,Washington,20024,2015-01-10,2015-01-12,29.332,24,199.12,14596
2046,Critical,0.06,3.28,3.97,894,Gail Rankin Cole,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,0.56,United States,East,District of Columbia,Washington,20024,2015-01-10,2015-01-11,-86.0,19,63.14,14596
5421,Low,0.02,1.14,0.7,894,Gail Rankin Cole,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,OIC Thumb-Tacks,0.38,United States,East,District of Columbia,Washington,20024,2015-02-02,2015-02-02,-0.49,38,44.85,38529
20045,Critical,0.01,8.34,0.96,896,Jennifer Siegel,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,0.43,United States,Central,Texas,Denton,76201,2015-01-10,2015-01-12,34.3482,6,49.78,90166
20046,Critical,0.06,3.28,3.97,896,Jennifer Siegel,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,0.56,United States,Central,Texas,Denton,76201,2015-01-10,2015-01-11,-66.65,5,16.62,90166
19470,Critical,0.06,47.98,3.61,896,Jennifer Siegel,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",0.71,United States,Central,Texas,Denton,76201,2015-06-20,2015-06-22,35.955,11,517.68,90167
4724,High,0.04,90.97,28.0,898,Harriet Hodges,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,0.38,United States,East,New York,New York City,10039,2015-01-12,2015-01-13,-173.0952,6,573.31,33635
4725,High,0.07,20.34,35.0,898,Harriet Hodges,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,0.84,United States,East,New York,New York City,10039,2015-01-12,2015-01-13,-96.16,5,140.23,33635
1311,Not Specified,0.02,12.53,0.49,898,Harriet Hodges,Regular Air,Small Business,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,0.38,United States,East,New York,New York City,10039,2015-01-27,2015-01-27,263.4,47,594.44,9606
1312,Not Specified,0.07,5.18,2.04,898,Harriet Hodges,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,East,New York,New York City,10039,2015-01-27,2015-01-29,37.31,44,228.5,9606
22724,High,0.04,90.97,28.0,899,Jordan Berry,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,0.38,United States,East,Pennsylvania,Altoona,16602,2015-01-12,2015-01-13,-173.0952,2,191.1,86263
22725,High,0.07,20.34,35.0,899,Jordan Berry,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,0.84,United States,East,Pennsylvania,Altoona,16602,2015-01-12,2015-01-13,-96.16,1,28.05,86263
19311,Not Specified,0.02,12.53,0.49,899,Jordan Berry,Regular Air,Small Business,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,0.38,United States,East,Pennsylvania,Altoona,16602,2015-01-27,2015-01-27,104.7213,12,151.77,86264
19312,Not Specified,0.07,5.18,2.04,899,Jordan Berry,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,East,Pennsylvania,Altoona,16602,2015-01-27,2015-01-29,37.31,11,57.13,86264
24981,Not Specified,0.0,5.98,1.49,903,Francis Spivey,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,0.39,United States,East,Massachusetts,Wilmington,1887,2015-03-12,2015-03-14,80.67479999999999,18,116.92,90806
22288,Critical,0.09,35.99,5.99,907,Rachel Casey,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,United States,South,Kentucky,Henderson,42420,2015-02-26,2015-02-27,114.3165,5,151.6,86459
21345,Medium,0.09,2.6,2.4,907,Rachel Casey,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,0.58,United States,South,Kentucky,Henderson,42420,2015-06-17,2015-06-19,1107.408,12,31.73,86460
19480,Critical,0.0,5.28,5.61,910,Carla Hauser,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1954,0.4,United States,South,Arkansas,Texarkana,71854,2015-05-14,2015-05-14,-149.212,15,85.26,90187
25356,Not Specified,0.05,7.64,5.83,911,Marsha P Joyner,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,United States,East,West Virginia,Wheeling,26003,2015-01-31,2015-02-02,-21.018,2,16.6,90185
25357,Not Specified,0.04,218.75,69.64,911,Marsha P Joyner,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.72,United States,East,West Virginia,Wheeling,26003,2015-01-31,2015-02-01,-655.5298750000001,10,2285.41,90185
24028,High,0.01,59.76,9.71,911,Marsha P Joyner,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",0.57,United States,East,West Virginia,Wheeling,26003,2015-04-04,2015-04-06,354.32879999999994,8,513.52,90186
24953,High,0.06,350.98,30.0,915,Carol Sherrill,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,0.61,United States,Central,Texas,Bryan,77803,2015-01-04,2015-01-05,-489.4156,1,346.52,86356
25833,Low,0.05,161.55,19.99,916,Marion Wilcox,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,United States,Central,Texas,Burleson,76028,2015-01-04,2015-01-11,35.31,3,499.31,86357
25676,High,0.05,35.51,6.31,918,Kerry Jernigan,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Steel Personal Filing/Posting Tote,0.58,United States,West,California,Rancho Cucamonga,91730,2015-04-12,2015-04-14,6.11,2,73.1,90492
19772,Critical,0.09,58.14,36.61,918,Kerry Jernigan,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,0.61,United States,West,California,Rancho Cucamonga,91730,2015-05-20,2015-05-21,187.41200000000026,39,2115.06,90493
25677,High,0.1,8.34,2.64,919,Tracy Livingston,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,0.59,United States,West,California,Redding,96003,2015-04-12,2015-04-12,-6.34,6,47.95,90492
21970,Low,0.1,15.98,4.0,920,Jessie Kelly,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,0.37,United States,West,California,Redlands,92374,2015-03-27,2015-04-01,92.72219999999999,9,134.38,90491
25678,High,0.03,8.04,8.94,920,Jessie Kelly,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.4,United States,West,California,Redlands,92374,2015-04-12,2015-04-14,-160.2755,9,76.77,90492
18395,Not Specified,0.01,65.99,8.99,922,Dolores Abrams,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5180,0.56,United States,West,California,Rancho Cucamonga,91730,2015-05-20,2015-05-21,396.972,14,782.0,87135
19973,Critical,0.03,2.18,1.38,925,Ruth Dudley,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Push Pins,0.44,United States,East,Maine,Augusta,4330,2015-04-06,2015-04-06,-7.04,7,15.73,87134
19974,Critical,0.01,170.98,35.89,929,Calvin Conway,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",0.66,United States,East,New Jersey,Old Bridge,8857,2015-04-06,2015-04-08,538.52,10,1719.07,87134
21077,Critical,0.05,6.04,2.14,936,Robyn Garner,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Books, 5 1/4” x 11”",0.38,United States,West,California,Redlands,92374,2015-02-17,2015-02-19,-4.14,1,8.41,90588
23716,Not Specified,0.05,5.98,5.46,936,Robyn Garner,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1983,0.36,United States,West,California,Redlands,92374,2015-06-27,2015-06-27,-31.885,17,104.95,90589
23717,Not Specified,0.01,65.99,3.99,937,Kelly Shaw,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 7760,0.59,United States,West,California,Redondo Beach,90278,2015-06-27,2015-06-28,-95.21050000000001,3,166.59,90589
22638,Low,0.09,100.98,35.84,940,Albert Maxwell,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,United States,East,Connecticut,New Milford,6776,2015-04-14,2015-04-19,-193.58,4,396.19,90844
23479,Not Specified,0.03,31.74,12.62,945,Stephanie Sun Perry,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Wire Binding Strips,0.37,United States,West,California,Saratoga,95070,2015-03-06,2015-03-06,-4.300999999999994,3,98.7,86567
24459,Critical,0.09,90.98,56.2,946,Denise Parks,Express Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,United States,East,Maine,Auburn,4210,2015-03-01,2015-03-02,-1570.32,20,1782.44,86566
24693,Critical,0.08,14.2,5.3,947,Dorothy Buchanan,Express Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,United States,East,New Jersey,Bayonne,7002,2015-01-11,2015-01-13,27.23,5,72.11,86565
1279,Critical ,0.06,40.98,2.99,949,Ernest Oh,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.36,United States,West,California,Los Angeles,90049,2015-01-02,2015-01-04,-19.099200000000003,3,124.81,9285
1128,Low,0.02,48.04,5.09,949,Ernest Oh,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,West,California,Los Angeles,90049,2015-03-22,2015-03-26,373.67,18,881.32,8257
19279,Critical,0.06,40.98,2.99,950,Jane Shah,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.36,United States,Central,Minnesota,Prior Lake,55372,2015-01-02,2015-01-04,-14.80188,1,41.6,89083
19127,Low,0.05,1500.97,29.7,950,Jane Shah,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,0.57,United States,Central,Minnesota,Prior Lake,55372,2015-03-22,2015-03-22,-2561.3235,1,1497.22,89084
19128,Low,0.02,48.04,5.09,950,Jane Shah,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,Central,Minnesota,Prior Lake,55372,2015-03-22,2015-03-26,168.91889999999998,5,244.81,89084
19129,Low,0.03,4.28,1.6,950,Jane Shah,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 320,0.58,United States,Central,Minnesota,Prior Lake,55372,2015-03-22,2015-03-29,-6.2,1,4.55,89084
20073,Low,0.1,7.31,0.49,954,Tony Chandler,Regular Air,Small Business,Office Supplies,Labels,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,0.38,United States,Central,Texas,Highland Village,75067,2015-02-12,2015-02-21,19.0647,4,27.63,90771
20074,Low,0.08,6.7,1.56,954,Tony Chandler,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Turquoise Lead Holder with Pocket Clip,0.52,United States,Central,Texas,Highland Village,75067,2015-02-12,2015-02-12,10.56,5,31.21,90771
25795,Not Specified,0.01,145.45,17.85,959,Sally House,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,United States,Central,Texas,Burleson,76028,2015-03-22,2015-03-23,837.6806999999999,8,1214.03,91581
20428,Low,0.03,2.94,0.96,960,Phillip Chappell,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,United States,West,California,Redondo Beach,90278,2015-02-04,2015-02-08,-4.2,1,3.51,89401
20685,Not Specified,0.05,124.49,51.94,961,Benjamin Chan,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,West,California,Redwood City,94061,2015-02-24,2015-02-24,-44.1636,1,120.12,89402
2428,Low,0.03,2.94,0.96,962,Yvonne Clarke,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,United States,Central,Illinois,Chicago,60610,2015-02-04,2015-02-08,-4.2,2,7.01,17636
25093,Medium,0.0,170.98,35.89,970,Lynn Payne,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",0.66,United States,South,Virginia,Rose Hill,24281,2015-04-20,2015-04-21,-102.662,8,1452.18,86173
20536,Low,0.03,284.98,69.55,972,Gregory Holden,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,0.6,United States,West,California,Riverside,92503,2015-02-28,2015-03-05,-116.584,2,619.38,87259
20537,Low,0.0,12.99,14.37,972,Gregory Holden,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",0.73,United States,West,California,Riverside,92503,2015-02-28,2015-02-28,12.8961,1,18.69,87259
24298,Low,0.1,2.22,5.0,975,Francis Evans,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.55,United States,East,Massachusetts,Boston,2108,2015-04-04,2015-04-09,-21.3192,3,8.8,87260
22646,Medium,0.0,37.76,12.9,980,Howard Burnett,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Companion Letter/Legal File, Black",0.57,United States,East,Vermont,South Burlington,5403,2015-02-05,2015-02-06,93.8468,12,477.2,87258
20010,Low,0.09,300.97,7.18,983,Sue Drake,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Gyration Ultra Professional Cordless Optical Suite,0.48,United States,South,Arkansas,Searcy,72143,2015-04-27,2015-04-27,17.772,10,2848.38,90201
25895,High,0.05,4.28,5.17,993,Gail Currin,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1971,0.4,United States,West,California,Oxnard,93030,2015-02-19,2015-02-19,-104.57,9,38.58,89432
19004,High,0.1,400.98,76.37,994,Neal Weber,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,0.6,United States,East,Maine,Sanford,4073,2015-03-14,2015-03-15,-969.0483660000001,2,810.47,89433
23840,Low,0.09,7.64,5.83,995,Lloyd Spencer,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,United States,East,Maine,West Scarborough,4070,2015-05-10,2015-05-15,4.032000000000004,9,72.83,89434
22639,Low,0.08,67.84,0.99,997,Phillip Pollard,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Fellowes Command Center 5-outlet power strip,0.58,United States,East,New Jersey,Bayonne,7002,2015-01-24,2015-01-29,-23.6344,1,63.66,89431
19003,High,0.08,45.19,1.99,999,Rita Barton,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",0.55,United States,East,New Jersey,Ridgewood,7450,2015-03-14,2015-03-15,-71.83,3,127.22,89433
19002,High,0.03,33.98,19.99,1000,Lynn Bell,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Linden® 12"" Wall Clock With Oak Frame",0.55,United States,East,Vermont,Bennington,5201,2015-03-14,2015-03-15,-0.7400000000000091,12,432.44,89433
19380,Low,0.06,10.14,2.27,1005,Lloyd Dickson,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",0.36,United States,Central,Illinois,Buffalo Grove,60089,2015-03-04,2015-03-04,-3.88,1,12.18,90043
20167,High,0.02,40.99,17.48,1005,Lloyd Dickson,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1893,0.36,United States,Central,Illinois,Buffalo Grove,60089,2015-02-27,2015-02-28,551.0928,23,950.43,90044
18529,High,0.01,3.15,0.49,1008,Priscilla Frank,Regular Air,Home Office,Office Supplies,Labels,Small Box,Self-Adhesive Removable Labels,0.37,United States,East,Maine,Gorham,4038,2015-05-25,2015-05-27,17.5053,8,25.37,88371
18886,High,0.1,550.98,45.7,1009,Kristin George,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,0.71,United States,East,Maine,Saco,4072,2015-06-19,2015-06-21,818.546175,14,6963.67,88372
21184,Critical,0.09,28.48,1.99,1014,Theresa Winters,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",0.4,United States,South,Arkansas,Bryant,72022,2015-03-01,2015-03-02,-17.15,6,160.17,88387
21185,Critical,0.0,2.08,5.33,1014,Theresa Winters,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon® Wave Desk Accessories,0.43,United States,South,Arkansas,Bryant,72022,2015-03-01,2015-03-03,-29.540000000000003,3,7.47,88387
21186,Critical,0.06,45.99,4.99,1014,Theresa Winters,Express Air,Home Office,Technology,Telephones and Communication,Small Box,KF 788,0.56,United States,South,Arkansas,Bryant,72022,2015-03-01,2015-03-02,-329.784,10,370.81,88387
20880,Not Specified,0.08,10.91,2.99,1014,Theresa Winters,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Heavy-Duty E-Z-D® Binders,0.38,United States,South,Arkansas,Bryant,72022,2015-03-05,2015-03-06,-2.1,11,119.99,88388
20531,Medium,0.0,43.98,8.99,1015,Beverly Cameron,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,0.58,United States,South,North Carolina,Apex,27502,2015-03-18,2015-03-18,829.467,14,650.7,88390
24752,High,0.02,6.48,7.86,1016,Francis Sherrill,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 213,0.37,United States,South,North Carolina,Asheville,28806,2015-06-12,2015-06-13,111.222,1,11.41,88389
25027,Medium,0.05,35.89,14.72,1018,Meredith Humphrey,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.4,United States,South,North Carolina,Cary,27511,2015-04-08,2015-04-09,22.866,19,680.39,88391
25028,Medium,0.0,11.48,5.43,1018,Meredith Humphrey,Regular Air,Home Office,Office Supplies,Paper,Small Box,Personal Creations™ Ink Jet Cards and Labels,0.36,United States,South,North Carolina,Cary,27511,2015-04-08,2015-04-08,115.728,6,75.52,88391
24926,Critical,0.09,517.48,16.63,1020,Julie Porter,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Panasonic KX-P3626 Dot Matrix Printer,0.59,United States,Central,Kansas,Pittsburg,66762,2015-03-07,2015-03-07,909.36,5,2354.54,88632
23562,Critical,0.07,4.13,5.04,1020,Julie Porter,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"ACCOHIDE® 3-Ring Binder, Blue, 1""",0.38,United States,Central,Kansas,Pittsburg,66762,2015-02-06,2015-02-07,-76.4244,20,79.06,88634
